projectname,classification,commenttext
argouml,IMPLEMENTATION,// not needed
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// need to set java.class.path property and restore it later // since the NetRexx compiler has no option for the classpath
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1130
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
columba-1.4-src,WITHOUT_CLASSIFICATION,// shortcut key
jruby-1.4.0,WITHOUT_CLASSIFICATION,"/*
     * Ensure that separator is valid otherwise give it the default paragraph separator.
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// do nothing, so null is returned"
emf-2.4.1,WITHOUT_CLASSIFICATION,// check for absolute path - RFC 2396 5.2 #5
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 896
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.ModelImplementation#getModelManagementHelper()
     */"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,/* last mod file date              */
sql12,WITHOUT_CLASSIFICATION,//To change body of implemented methods use File | Settings | File Templates.
columba-1.4-src,WITHOUT_CLASSIFICATION,// large icon for toolbar
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// delegate...
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// return
columba-1.4-src,WITHOUT_CLASSIFICATION,// ---- telephoneTextField2 ----
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a resource set //
argouml,WITHOUT_CLASSIFICATION,//      Model.getActivityGraphsHelper() //      .isAddingActivityGraphAllowed(base);
emf-2.4.1,WITHOUT_CLASSIFICATION,// Check if the host is a valid IPv6reference.
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Use deprecated method, to avoid duplicating code"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ focusOnFileView() method
argouml,WITHOUT_CLASSIFICATION,// return;
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Identifiers //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
jEdit-4.2,WITHOUT_CLASSIFICATION,// heuristic #2
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// FIXME: add setBaseStroke(Stroke, boolean) ?"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Handle actions
hibernate-distribution-3.3.2.GA,DESIGN,"// todo : should this get moved to PersistentContext? // logically, is PersistentContext the ""thing"" to which an interceptor gets attached?"
argouml,WITHOUT_CLASSIFICATION,/*MModelElement*/
columba-1.4-src,WITHOUT_CLASSIFICATION,//text.grabFocus();
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
sql12,WITHOUT_CLASSIFICATION,// i18n[ObjectTreeTab.title=Objects]
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ pageSetup() method
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // instance variables
emf-2.4.1,WITHOUT_CLASSIFICATION,// Unassigned
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/* empty arrays which can be returned instead of null */
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,/* Set group start & end marks. */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a dataset...
argouml,IMPLEMENTATION,"/**
 * The panel that shows a value specification for an other UML element.
 *
 *
 * TODO: Do we need to implements ChangeListener If yes => ok If no => Can't be
 * use without *Optional class, or the *Optional don't need to !
 *
 */"
sql12,WITHOUT_CLASSIFICATION,// i18n[HibernateSQLPanel.alwaysFormat=Always format]
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*
     * Split line into name/value pairs and store in headers if relevant
     * If name = ""content-length"", then return value as int, else return 0
     */"
sql12,WITHOUT_CLASSIFICATION,"// log.info(""SQL executed: "" + sql);"
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ quicksort() method
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// properties are part of the vm options...
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
sql12,WITHOUT_CLASSIFICATION,// i18n[graph.btnCreateNewGraph=Create new graph]
jEdit-4.2,WITHOUT_CLASSIFICATION,// Overrides REToken.chain() to optimize for strings
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// test code, intentional"
sql12,WITHOUT_CLASSIFICATION,"// We need this in order to allow the user to see this // plugin - which isn't loaded - in the plugin summary // dialog, so that they can enable it."
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 10 of value (byte) -19
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#getLineWidth()
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,"// this will result in a slight speed up, since we // don't need to read the DTD anyway, as AElfred is // non-validating"
columba-1.4-src,WITHOUT_CLASSIFICATION,// user didn't select any folder // -> make Inbox the default folder
sql12,WITHOUT_CLASSIFICATION,// Span across two columns
sql12,WITHOUT_CLASSIFICATION,// i18n[DataSetUpdateableTableModelImpl.error.tablenotfound=Cannot edit table because table cannot be found\nor table name is not unique in DB.]
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see
     * java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// // *****  First Run  ***** // the first call should get all files, because nothing is in // the cache //"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// ignore and use hashcode
columba-1.4-src,WITHOUT_CLASSIFICATION,// first group contains first contact item
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ cacheDockableWindows() method
argouml,WITHOUT_CLASSIFICATION,// Note for UML2 the aggregation ends are swapped
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ changed() method
sql12,WITHOUT_CLASSIFICATION,// end else
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ isWriteLocked() method
argouml,DESIGN,// TODO: This isn't right
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
sql12,WITHOUT_CLASSIFICATION,/* Do Nothing */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// we're doing this for testing only, and make sure that we // only add data in descending order by x-value"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// Finished executing the task, null it to allow // GC do its job // If this UE is used again, a new ""realthing"" will be made"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// first arrange without constraints, and see if this fits within // the required ranges..."
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// ClassLoader.this.parent is already delegated to from // ClassLoader.getResources, no need:"
sql12,WITHOUT_CLASSIFICATION,// i18n[sqlbookmark.btnOk=OK]
columba-1.4-src,WITHOUT_CLASSIFICATION,// not needed anymore
columba-1.4-src,WITHOUT_CLASSIFICATION,// set paragraph formatting according to the given action
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Generate result (if nec.) and populate it
apache-jmeter-2.10,DESIGN,// TODO: remove this useless Entry parameter
columba-1.4-src,WITHOUT_CLASSIFICATION,// createSubMenu();
argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
sql12,WITHOUT_CLASSIFICATION,// Impossible.
argouml,WITHOUT_CLASSIFICATION,// Start interception UI interactions
hibernate-distribution-3.3.2.GA,DESIGN,// TODO Is this a valid operation on a timestamps cache?
argouml,WITHOUT_CLASSIFICATION,"// Convert ""*"" to ""0..*"" instead of ""*..*"""
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ ButtonCellRenderer class
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// --------------------  Methods to override  --------------------
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// ensure <pathconvert> follows the immutability rule
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 6 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 62 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 6 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 11 of value (byte) 33
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
jfreechart-1.0.19,DESIGN,// TODO:  add constructors for combinations of number and date formatters.
sql12,WITHOUT_CLASSIFICATION,"// One may ask why we don't register the key strokes permanently. // When we did so with two internal frames open, the key stroke event // sometimes went to the wrong frame. This doesn't happen if we procede // like we do. // The question is, why?"
columba-1.4-src,WITHOUT_CLASSIFICATION,// successfully connected and autenthenticated to SMTP server
jEdit-4.2,WITHOUT_CLASSIFICATION,// assign doesn't need the pre-value
jEdit-4.2,WITHOUT_CLASSIFICATION,// strings might be equal!
sql12,WITHOUT_CLASSIFICATION,"//fail(""Not yet implemented"");"
sql12,WITHOUT_CLASSIFICATION,// allow the user to enter just the hour or just hour and minute // and assume the un-entered values are 0
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ _save() method
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// is the zip file in the cache
columba-1.4-src,WITHOUT_CLASSIFICATION,// -- Availables Actions
sql12,WITHOUT_CLASSIFICATION,// ASCII/ANSI escape
columba-1.4-src,WITHOUT_CLASSIFICATION,// END public boolean startExternalEditor()
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.ModelImplementation#getModelManagementFactory()
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
    * Ordinals for various reasons why an Error of this type can be thrown.
    */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ resolveEntity() method
jEdit-4.2,WITHOUT_CLASSIFICATION,// make sure we put the namespace back when we leave.
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// collection of <many-to-any/> mappings... // used to circumvent the component-collection check below...
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ expandAbbrev() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Marker for query string attribute
sql12,WITHOUT_CLASSIFICATION,// Go thru all plugins attached to this session asking for panels.
sql12,WITHOUT_CLASSIFICATION,// build data
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#buildPopup(javax.swing.JPopupMenu, int)
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
sql12,WITHOUT_CLASSIFICATION,"// If the table+column already has a data object in the map, // then remove it."
emf-2.4.1,WITHOUT_CLASSIFICATION,"// This returns a name like employeeNumber formatted like 'Employee Number' // This returns the same as getCapName unless it starts with ""is"" in which case the ""is"" is stripped  // This returns the name to be used in accessor method names; it's the same as getCapName, unless this is the key or value of a map entry, for which ""Typed"" is prepended // This returns the name of the get array-based accessor method for the list feature. // This returns the name of the get accessor method for the feature, i.e., either ""is"" or ""get"" is prefixed to getAccessorName"
sql12,WITHOUT_CLASSIFICATION,// i18n[codecompletion.unknowntable=unknown table {0}]
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// seriesKey
jEdit-4.2,WITHOUT_CLASSIFICATION,"// // Utility flag: have we noticed a CR while reading the last // data chunk?  If so, we will have to go back and normalise // CR/LF. //"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
emf-2.4.1,WITHOUT_CLASSIFICATION,// This is for the in2out feature. //
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"//log.debug( ""calling onLoad()"" );"
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// Value of ""TZ"" property is of a bit different format, // which confuses the Java's TimeZone.getTimeZone(id) method, // and so, we need to convert it."
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,//reverse order
sql12,WITHOUT_CLASSIFICATION,// Impossible.
argouml,WITHOUT_CLASSIFICATION,// No body found.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ _backup() method
hibernate-distribution-3.3.2.GA,DESIGN,"/**
     * FIXME Per the RegionFactory class Javadoc, this constructor version
     * should not be necessary.
     * 
     * @param props The configuration properties
     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Make up a unique new name here. //
sql12,WITHOUT_CLASSIFICATION,"// This fixes the issue where the tree is getting constructed prior to // the Oracle plugin expanders being registered.(USERS, SESSIONS, // INSTANCES nodes have no children until the tree is refreshed). Even // though this is a hack, it doesn't seem to negatively impact // performance even when loading all schemas."
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
        * it's the script responsability to define the ""metadata"" by invoking
        * .setName(), .setAuthor() and .setDescription()
        */"
argouml,IMPLEMENTATION,// not needed
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
columba-1.4-src,WITHOUT_CLASSIFICATION,// selected messages
emf-2.4.1,WITHOUT_CLASSIFICATION,// target method is NOT addSuperInterface
sql12,WITHOUT_CLASSIFICATION,"// no default in DB.  If nullable, use null."
emf-2.4.1,WITHOUT_CLASSIFICATION,// Neither 'scheme:' or 'scheme:#fragment' are valid URIs.
argouml,DESIGN,// TODO Part of this is copied from ActionDeleteModelElement. We // maybe need some subclass for common code.
sql12,WITHOUT_CLASSIFICATION,// Empty body.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the left axes
columba-1.4-src,WITHOUT_CLASSIFICATION,// no correct value!
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.tree.TreeModel#isLeaf(java.lang.Object)
     */"
sql12,WITHOUT_CLASSIFICATION,/* whether nulls are allowed or not */
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ ActionHandler class
emf-2.4.1,WITHOUT_CLASSIFICATION,// Don't overwrite exising file
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// print nice output about what we are doing for the log
emf-2.4.1,WITHOUT_CLASSIFICATION,"// We not sure the encoding supports this code point, so we write it as a character entity reference."
jEdit-4.2,WITHOUT_CLASSIFICATION,"// ""var"" means untyped, return null class"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getColumnCount() method
emf-2.4.1,WITHOUT_CLASSIFICATION,"// ...or if it's a wildcard or group feature.  Also, make it FeatureMap-typed. //"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// no point dividing by 1
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// We create the post body content now, so we know the size"
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// If the killee thread is the same as the killer thread, just die"
sql12,WITHOUT_CLASSIFICATION,// All currently installed artifacts will be marked with INSTALL action. 
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ insert() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}} //}}}
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// for a series with no data, we expect {-1, -1}..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// baseCreateEntities;
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// The tag element is used as a // fileset. Parse all the files and create // -tag arguments.
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Is Destination setup static? else dynamic // $NON-NLS-1$ // default to maintain compatibility
jEdit-4.2,WITHOUT_CLASSIFICATION,// bsh
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"// remove initial "" and """
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see TargetListener#targetSet(TargetEvent)
     */"
argouml,WITHOUT_CLASSIFICATION,// add the first point twice
argouml,DESIGN,"/**
     * Prevent bold events if bold does not change.
     * TODO: GEF should manage this after GEF 0.13.4 is included.
     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// create map of field names to fields
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// PR 38370
columba-1.4-src,WITHOUT_CLASSIFICATION,// create a form builder
columba-1.4-src,WITHOUT_CLASSIFICATION,// start command
jruby-1.4.0,IMPLEMENTATION,"// TODO: adjust length so it won't fall in the middle  // of a multi-byte character. MRI's sprintf.c uses tables // in a modified version of regex.c, which assume some // particular  encoding for a given installation/application. // (See regex.c#re_mbcinit in ruby-1.8.5-p12)  // // This is only an issue if the user specifies a precision // that causes the string to be truncated. The same issue // would arise taking a substring of a ByteList-backed RubyString."
argouml,WITHOUT_CLASSIFICATION,// This doesn't work in UML2: both owner and property needed!
sql12,WITHOUT_CLASSIFICATION,"/* Can be done as follows in Postgres
			INSERT INTO mytable(id,name) 
			  SELECT 1, 'pizza'
			  UNION
			  SELECT 2, 'donuts'
			  UNION
			  SELECT 3, 'milk';
		 */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// save composer window state
sql12,WITHOUT_CLASSIFICATION,// Save options selected for Cell Import Export operations
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// consider time periods to be ordered after general objects
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getNonAlphaNumericWordChars() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color)
     */"
argouml,WITHOUT_CLASSIFICATION,// Disable event delivery during model load
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLExpressionModel2#setExpression(java.lang.Object)
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// now overwrite group ""G2""..."
sql12,WITHOUT_CLASSIFICATION,// This should just produce an error message.
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// readable form of parameter kind
sql12,WITHOUT_CLASSIFICATION,// Increases component width by 40 pixels
emf-2.4.1,WITHOUT_CLASSIFICATION,// Remember it. //
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// stop listening for changes to the existing chart
argouml,WITHOUT_CLASSIFICATION,//sb.append(Model.getFacade().getName(c));
sql12,WITHOUT_CLASSIFICATION,// Rob: Removed replacement via RegExp because it needed several RegExp escapes in val.
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
		 * ((MailFrameMediator)
		 * frameMediator).registerTableSelectionListener(this);
		 */"
sql12,WITHOUT_CLASSIFICATION,// If the active window isn't for the currently selected session // then select the main window for the session.
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Stream of data that yylex() examines.
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ FoldHandler() constructor
argouml,WITHOUT_CLASSIFICATION,/* Just change the Name and linked signal */
argouml,WITHOUT_CLASSIFICATION,"// KeyStroke f7 = KeyStroke.getKeyStroke(KeyEvent.VK_F7, 0);"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// never null
argouml,WITHOUT_CLASSIFICATION,"/*
     * Is this item a copy?
     *
     * @see java.lang.Object#equals(java.lang.Object)
     */"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TODO - charset?
columba-1.4-src,WITHOUT_CLASSIFICATION,// define false < true
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-2$
columba-1.4-src,WITHOUT_CLASSIFICATION,// Instance Creation *****************************************************
emf-2.4.1,WITHOUT_CLASSIFICATION,// Add in additional wrappers to search. //
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ reloadModes() method
emf-2.4.1,WITHOUT_CLASSIFICATION,// Copy to a list and allocate positions. //
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// PROTOCOL
columba-1.4-src,WITHOUT_CLASSIFICATION,// set formatted name
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Find and set the file for this recent file command
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getFirstPhysicalLine() method
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"// The rest only matters for optimistic locking, where we // need to establish the proper data version on the region root"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the first selected element. //
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// overriding inherited meta attribute. HBX-621 & HBX-793			
apache-jmeter-2.10,DESIGN,// Maps to contain page and form encodings // TODO - do these really need to be shared between all Proxy instances?
sql12,WITHOUT_CLASSIFICATION,// ------------------------------------------------------------------------
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// setup for collecting optional entity info...
columba-1.4-src,DESIGN,//TODO: Open in message frame //TODO: Handle also message attachments from OpenInComposer action
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
sql12,WITHOUT_CLASSIFICATION,"// Assert is flawed because canWrite does not work. // assertTrue(""File f2 Is Set To ReadOnly."" , f2.canWrite());"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Replace the file's extension with '.java'
argouml,WITHOUT_CLASSIFICATION,// Add...
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// value was not provided, and this is allowed"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 479
jruby-1.4.0,WITHOUT_CLASSIFICATION,// +++ // Helper Methods
columba-1.4-src,WITHOUT_CLASSIFICATION,// if user cancelled task exit immediately
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// collections of values
argouml,WITHOUT_CLASSIFICATION,//JMenuItem item = _fileMenu.add(new ActionReopenProject(filename));
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLPlainTextDocument#setProperty(java.lang.String)
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Insets values
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Create a command for this feature, //"
argouml,WITHOUT_CLASSIFICATION,// and not association classes
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Rats. // should not happen
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Copy in ThreadStarter thread context from calling Thread
argouml,DESIGN,"// TODO: ActionState, CallState, and SubactivityState have been // replaced in UML 2.0 by explicitly modeled Actions"
jEdit-4.2,WITHOUT_CLASSIFICATION,"/* if we save a file with the same name as one
				 * that's already open, we presume that we can
				 * close the existing file, since the user
				 * would have confirmed the overwrite in the
				 * 'save as' dialog box anyway */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"// JBC put a version in the node when it created as part of // some internal operation. We are always newer, but if // the JBC version is > 1 something odd has happened"
argouml,DESIGN,/* TODO: Why was this next line in the code so long? */
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
	 * (non-Javadoc)
	 * 
	 * @see org.columba.chat.jabber.IBuddyStatus#isSignedOn()
	 */"
jEdit-4.2,DESIGN,// hack since HelpViewer needs a URL...
argouml,WITHOUT_CLASSIFICATION,"// If a recursive call from setVisible(), just return"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Determine the index for the feature and return the value at that index, if an index is assigned. //"
columba-1.4-src,WITHOUT_CLASSIFICATION,// If f==null because of deleted AbstractMessageFolder fallback to // Inbox
sql12,WITHOUT_CLASSIFICATION,// i18n[HelpViewerWindow.error.loadchangelog=Error generating Change Log entry for plugin {0}]
sql12,WITHOUT_CLASSIFICATION,// NOI18N
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ paintValidLine() method
sql12,DESIGN,"/*
					 * END-KLUDGE
					 */"
sql12,WITHOUT_CLASSIFICATION,// These tell the Dialect test runner where tables that is creates can be  // found.
columba-1.4-src,WITHOUT_CLASSIFICATION,// apply transparent icon
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Windows quoting of the value
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// close the output file if required
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// All needed to ensure re-usablility
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,/** Our current message output status. Follows Project.MSG_XXX. */
sql12,WITHOUT_CLASSIFICATION,// The SessionManager is global to SQuirreL. // If we don't remove the listeners the // Session won't get Garbeage Collected.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set the axis properties
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ showPopupMenu() method
columba-1.4-src,WITHOUT_CLASSIFICATION,// no attachments found - just insert a // Content-Type header // extra // header // necessary // X-Attachments header is // replaced
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.ModelImplementation#getMetaTypes()
     */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// create Command reference
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
     * @see org.apache.jmeter.gui.JMeterGUIComponent#createTestElement()
     */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// Bind the order-by
argouml,WITHOUT_CLASSIFICATION,/* 4.5.2.39 TemplateParameter */
jEdit-4.2,WITHOUT_CLASSIFICATION,"// this does the ""trick"" to eliminate blank space at the end"
argouml,WITHOUT_CLASSIFICATION,"/*
             * For a Namespace:
             * <pre>
             * [2] The operation allContents results in a Set containing
             * all ModelElements contained by the Namespace.
             *   allContents : Set(ModelElement);
             *   allContents = self.contents
             * where
             *   contents = self.ownedElement -> union(self.namespace, contents)
             * </pre><p>
             */"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// assume it's string
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Throws EjbcException if unsuccessful
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.SourcePathController#getAllModelElementsWithSourcePath()
     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 68 of value (byte) -19 // Fill 9 of value (byte) 33 // Fill 36 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 30 of value (byte) -19 // Fill 56 of value (byte) 33 // Fill 89 of value (byte) -19 // Fill 18 of value (byte) 33 // Fill 7 of value (byte) -19 // Fill 14 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 46 of value (byte) 33 // Fill 70 of value (byte) -87 // Fill 26 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 36 of value (byte) 33
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// call to TestBeanHelper.prepare() is intentional
argouml,DESIGN,// TODO: This will need to be adapted to send undo/redo commands back // to our consumer (e.g. ArgoUML) if a new undo mechanism is implemented // for the Model subsystem - tfm
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there is a column object, just convert it to a string. //"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// line separators in values and tokens are ""\n"" // in order to compare with the file contents, replace them // as needed"
sql12,WITHOUT_CLASSIFICATION,// i18n[I18n.SourceDirIsNotADirectory=Source directory {0} is not a directory.]
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // GraphModel implementation
jruby-1.4.0,WITHOUT_CLASSIFICATION,// LOCALVAR
