formatted_readme,summary,prompt_text,generated_summary
"// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.

### Response:",DESIGN
// TODO: does not work for EntityMode.DOM4J yet!,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: does not work for EntityMode.DOM4J yet!

### Response:",TODO
// TODO: don't require pop,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: don't require pop

### Response:","TODO: This is a common tag used for indicating that a specific task or feature is yet to be implemented. In this case, it suggests that the requirement to not require 'pop' is not yet implemented. Therefore, the classification is IMPLEMENTATION."
// TODO: There is a cyclic dependency between SelectionRerouteEdge // and FigEdgeModelElement,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: There is a cyclic dependency between SelectionRerouteEdge // and FigEdgeModelElement

### Response:",DESIGN
/** * Gets font name. If it doesn't exist in configuration it creates new * entries in configuration for appearance. * * TODO: Why create in a getter? * * the name of the configured font */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * Gets font name. If it doesn't exist in configuration it creates new * entries in configuration for appearance. * * TODO: Why create in a getter? * * the name of the configured font */

### Response:",TODO
"// three general cases we check here as to whether to render a physical SQL join: // 1) is our parent a DotNode as well? If so, our property reference is // being further de-referenced... // 2) is this a DML statement // 3) we were asked to generate any needed joins (generateJoins==true) *OR* // we are currently processing a select or from clause // (an additional check is the REGRESSION_STYLE_JOIN_SUPPRESSION check solely intended for the test suite) // // The REGRESSION_STYLE_JOIN_SUPPRESSION is an additional check // intended solely for use within the test suite. This forces the // implicit join resolution to behave more like the classic parser. // The underlying issue is that classic translator is simply wrong // about its decisions on whether or not to render an implicit join // into a physical SQL join in a lot of cases. The piece it generally // tends to miss is that INNER joins effect the results by further // restricting the data set! A particular manifestation of this is // the fact that the classic translator will skip the physical join // for ToOne implicit joins *if the query is shallow*; the result // being that Query.list() and Query.iterate() could return // different number of results!",DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// three general cases we check here as to whether to render a physical SQL join: // 1) is our parent a DotNode as well? If so, our property reference is // being further de-referenced... // 2) is this a DML statement // 3) we were asked to generate any needed joins (generateJoins==true) *OR* // we are currently processing a select or from clause // (an additional check is the REGRESSION_STYLE_JOIN_SUPPRESSION check solely intended for the test suite) // // The REGRESSION_STYLE_JOIN_SUPPRESSION is an additional check // intended solely for use within the test suite. This forces the // implicit join resolution to behave more like the classic parser. // The underlying issue is that classic translator is simply wrong // about its decisions on whether or not to render an implicit join // into a physical SQL join in a lot of cases. The piece it generally // tends to miss is that INNER joins effect the results by further // restricting the data set! A particular manifestation of this is // the fact that the classic translator will skip the physical join // for ToOne implicit joins *if the query is shallow*; the result // being that Query.list() and Query.iterate() could return // different number of results!

### Response:",TEST
// TODO: The following is MDR specific. We need something generic // to all Model subsystems - tfm 20070716,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: The following is MDR specific. We need something generic // to all Model subsystems - tfm 20070716

### Response:",DESIGN
"// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(oldLanguage);",DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(oldLanguage);

### Response:",DESIGN
//TODO: implement this method properly,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: implement this method properly

### Response:",IMPLEMENTATION
// not needed,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// not needed

### Response:",DOCUMENTATION
// TODO: It would be better here to continue the loop and try to // build the rest of the compartment. Hence try/catch should be // internal to the loop.,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: It would be better here to continue the loop and try to // build the rest of the compartment. Hence try/catch should be // internal to the loop.

### Response:",DESIGN
// TODO: Review - priority of public ID vs system ID has been reversed // from original implementation,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Review - priority of public ID vs system ID has been reversed // from original implementation

### Response:",DESIGN
"// TODO: fix layout to look good, even if there's not enough information provided",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: fix layout to look good, even if there's not enough information provided

### Response:",DOCUMENTATION
// TODO: don't require pop,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: don't require pop

### Response:","TODO: This is a common tag used for indicating that a specific task or feature is yet to be implemented. In this case, it suggests that the requirement to not require 'pop' is not yet implemented. Therefore, the classification is IMPLEMENTATION."
// TODO: Can we move this knowledge behind model facade rather than have a condition here?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Can we move this knowledge behind model facade rather than have a condition here?

### Response:",DESIGN
"/** * This class represents a Pool of Swimlanes for Activity diagrams. This is * exists only to act as the GEF style encloser. Other nodes in the same * must be placed entirely within or outside the boundaries of this Fig * but cannot intersect with the boundary. <p> * TODO: There is no actual model element being represented here so we are * inheriting a lot of behaviour from FigNodeModelElement that we don't want. * We require to split FigNodeModelElement to separate the code that requires * a model element owner. See issue ... <p> * Remark mvw: Why not give it an owner instead? The ActivityGraph * is the obvious candidate, or maybe the top state. * * mkl */",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * This class represents a Pool of Swimlanes for Activity diagrams. This is * exists only to act as the GEF style encloser. Other nodes in the same * must be placed entirely within or outside the boundaries of this Fig * but cannot intersect with the boundary. <p> * TODO: There is no actual model element being represented here so we are * inheriting a lot of behaviour from FigNodeModelElement that we don't want. * We require to split FigNodeModelElement to separate the code that requires * a model element owner. See issue ... <p> * Remark mvw: Why not give it an owner instead? The ActivityGraph * is the obvious candidate, or maybe the top state. * * mkl */

### Response:",DESIGN
//TODO: make the explorer listen to project member property //changes... to eliminate coupling on gui.,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: make the explorer listen to project member property //changes... to eliminate coupling on gui.

### Response:",TODO: DESIGN
// TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer

### Response:",DOCUMENTATION
/** * A ChangeCommand that updates its label. * <p> * The label of this command can contain the character ' ' that will be replaced * with information about an object when the label is returned. * <p> * TODO: Switch this to use Java string formatting instead of private   notation? * * Bogdan Pistol */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * A ChangeCommand that updates its label. * <p> * The label of this command can contain the character ' ' that will be replaced * with information about an object when the label is returned. * <p> * TODO: Switch this to use Java string formatting instead of private   notation? * * Bogdan Pistol */

### Response:",DOCUMENTATION
//TODO ( fdietz): i18n,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO ( fdietz): i18n

### Response:",DOCUMENTATION
// TODO: Once we're happy that JFCUtilities is no longer required,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Once we're happy that JFCUtilities is no longer required

### Response:",DOCUMENTATION
// TODO: This is well-formedness rule from UML1.4.2 // 4.5.3.20 [1] A root cannot have any Generalizations. // self.isRoot implies self.generalization->isEmpty,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: This is well-formedness rule from UML1.4.2 // 4.5.3.20 [1] A root cannot have any Generalizations. // self.isRoot implies self.generalization->isEmpty

### Response:",DESIGN
"// FIXME: Big fat hack here, because scope names are expected to be interned strings by the parser",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: Big fat hack here, because scope names are expected to be interned strings by the parser

### Response:",DESIGN
"// Simplify the variables too -- to keep these variables in sync with what is actually used in the when clauses // This is not required for correctness reasons, but only for performance reasons.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// Simplify the variables too -- to keep these variables in sync with what is actually used in the when clauses // This is not required for correctness reasons, but only for performance reasons.

### Response:",DOCUMENTATION
"/** * TODO: For UML 2.x, powertypes are accessed indirectly through the * GeneralizationSets that contain a Generalization. * * Nov 3, 2002 * jaap.branderhorst */",IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * TODO: For UML 2.x, powertypes are accessed indirectly through the * GeneralizationSets that contain a Generalization. * * Nov 3, 2002 * jaap.branderhorst */

### Response:",DESIGN
// FIXME: Somehow I'd feel better if this could get the appropriate var index from the ArgumentNode,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: Somehow I'd feel better if this could get the appropriate var index from the ArgumentNode

### Response:",DOCUMENTATION
/** * Create a notation settings value object with all default values. * <p> * TODO: This class only has partial Undo support (basically just those * members that had it as part of a previous implementation). */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * Create a notation settings value object with all default values. * <p> * TODO: This class only has partial Undo support (basically just those * members that had it as part of a previous implementation). */

### Response:",TODO
"// TODO: replace all this url2 mess with a proper method // ""areEquivalent(url1, url2)"" that // would also ignore case in protocol and host names, etc. -- use that // method in the CookieManager too.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: replace all this url2 mess with a proper method // ""areEquivalent(url1, url2)"" that // would also ignore case in protocol and host names, etc. -- use that // method in the CookieManager too.

### Response:",DESIGN
// todo : YUCK!!!,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// todo : YUCK!!!

### Response:",DOCUMENTATION
"// FIXME: This needs to happen for lambdas // args.checkArgCount(runtime, parameters.length);",IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: This needs to happen for lambdas // args.checkArgCount(runtime, parameters.length);

### Response:",IMPLEMENTATION
"/** * Execute this action from the command line. * * TODO: The underlying GEF library relies on Acme that doesn't allow * us to create these files unless there is a window showing. For this * reason I have had to split the performing of commands in * { org.argouml.application.Main main(String[])} so that we can, * by not supplying the -batch option, run these commands * with the window showing. Hopefully this can eventually be fixed. * * org.argouml.application.api.CommandLineInterface doCommand(String) * argument is the file name that we save to. * true if it is OK. */",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * Execute this action from the command line. * * TODO: The underlying GEF library relies on Acme that doesn't allow * us to create these files unless there is a window showing. For this * reason I have had to split the performing of commands in * { org.argouml.application.Main main(String[])} so that we can, * by not supplying the -batch option, run these commands * with the window showing. Hopefully this can eventually be fixed. * * org.argouml.application.api.CommandLineInterface doCommand(String) * argument is the file name that we save to. * true if it is OK. */

### Response:",DOCUMENTATION
// TODO: We need the project specific diagram settings here,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: We need the project specific diagram settings here

### Response:",DOCUMENTATION
"//TODO: implement functionality // this might be painful to do here, as the ""join post processing"" for // the subquery has already been performed (meaning that for // theta-join dialects, the join conditions have already been moved // over to the where clause). A ""simple"" solution here might to // perform ""join post processing"" once for the entire query (including // any subqueries) at one fell swoop",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: implement functionality // this might be painful to do here, as the ""join post processing"" for // the subquery has already been performed (meaning that for // theta-join dialects, the join conditions have already been moved // over to the where clause). A ""simple"" solution here might to // perform ""join post processing"" once for the entire query (including // any subqueries) at one fell swoop

### Response:",IMPLEMENTATION
"// FIXME: Determine if a real allocator is needed here. Do people want to extend // JavaClass? Do we want them to do that? Can you Class.new(JavaClass)? Should // you be able to? // TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: Determine if a real allocator is needed here. Do people want to extend // JavaClass? Do we want them to do that? Can you Class.new(JavaClass)? Should // you be able to? // TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415

### Response:",TODO
// Look for a default invoke() handler method in the namespace // Note: this code duplicates that in NameSpace getCommand() // is that ok?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// Look for a default invoke() handler method in the namespace // Note: this code duplicates that in NameSpace getCommand() // is that ok?

### Response:",DOCUMENTATION
// should implement getMinimumLength() -- any ideas?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// should implement getMinimumLength() -- any ideas?

### Response:",IMPLEMENTATION
"// FIXME: In order for Thread to play well with the standard 'new' behavior, // it must provide an allocator that can create empty object instances which // initialize then fills with appropriate data.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: In order for Thread to play well with the standard 'new' behavior, // it must provide an allocator that can create empty object instances which // initialize then fills with appropriate data.

### Response:",DESIGN
// defer argument checking,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// defer argument checking

### Response:",DOCUMENTATION
//TODO: switch statements are always evil! We already had bugs because // of forgotten token types. Use polymorphism for this!,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: switch statements are always evil! We already had bugs because // of forgotten token types. Use polymorphism for this!

### Response:",DESIGN
// this is where checked exceptions piss me off. this method only uses // a StringReader which can never throw an exception...,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// this is where checked exceptions piss me off. this method only uses // a StringReader which can never throw an exception...

### Response:",DOCUMENTATION
// TODO: I18N,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: I18N

### Response:",DOCUMENTATION
// FIXME: Remove this from grammars.,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: Remove this from grammars.

### Response:",DESIGN
// TODO: Placeholder implementation until support for tracking on // a per-project basis is implemented,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Placeholder implementation until support for tracking on // a per-project basis is implemented

### Response:",TODO
// TODO: Bob says - Coding by use of side effect here. // Maybe this should be done in a clearer way but it fixes // // It seems that when loading an XMI that is not contained in a zip // file then the InputStream given as the argument to this method // can't be reused as it is at the end of the stream. In that case // systemId appears to be none-null at this stage. // So if systemId is not null we recreate the InputSource.,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Bob says - Coding by use of side effect here. // Maybe this should be done in a clearer way but it fixes // // It seems that when loading an XMI that is not contained in a zip // file then the InputStream given as the argument to this method // can't be reused as it is at the end of the stream. In that case // systemId appears to be none-null at this stage. // So if systemId is not null we recreate the InputSource.

### Response:",DESIGN
"// TODO: the above works in the current situation, but it's // just a hack. How to get each editor to report whether it // wants to grow bigger? Whether the property label should // be at the left or at the top of the editor? ...?",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: the above works in the current situation, but it's // just a hack. How to get each editor to report whether it // wants to grow bigger? Whether the property label should // be at the left or at the top of the editor? ...?

### Response:",TODO
"// Apparently, this method is never called.",IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// Apparently, this method is never called.

### Response:",TEST
// TODO: don't require pop,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: don't require pop

### Response:","TODO: This is a common tag used for indicating that a specific task or feature is yet to be implemented. In this case, it suggests that the requirement to not require 'pop' is not yet implemented. Therefore, the classification is IMPLEMENTATION."
// TODO: is this right???,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: is this right???

### Response:","TODO: This comment is a DESIGN comment, as it indicates a design decision that needs to be made or revisited."
// Does this dialect support the Oracle-style FOR UPDATE NOWAIT syntax?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// Does this dialect support the Oracle-style FOR UPDATE NOWAIT syntax?

### Response:",DOCUMENTATION
// TODO: Ruby re-checks that the buffer string hasn't been modified,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Ruby re-checks that the buffer string hasn't been modified

### Response:",DOCUMENTATION
/** * TODO: this class should be moved to package * org.argouml.uml.ui.behavior.common_behavior. */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * TODO: this class should be moved to package * org.argouml.uml.ui.behavior.common_behavior. */

### Response:",DESIGN
//TODO: How about FigAssociationClass?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: How about FigAssociationClass?

### Response:",TODO
// Not used,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// Not used

### Response:",DOCUMENTATION
// defer argument checking,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// defer argument checking

### Response:",DOCUMENTATION
//XXX // All this to convert source to destination directory according // to weblogic standards Can be written better... this is too hacky!,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//XXX // All this to convert source to destination directory according // to weblogic standards Can be written better... this is too hacky!

### Response:",DOCUMENTATION
// first determine the size of the chart rendering area... // TODO workout insets for SWT,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// first determine the size of the chart rendering area... // TODO workout insets for SWT

### Response:",DOCUMENTATION
"// No appropriate DataType for this column, so do the best // we can with what we know. // // THIS MAY NOT BE THE BEST BEHAVIOR HERE!!!!!!!",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// No appropriate DataType for this column, so do the best // we can with what we know. // // THIS MAY NOT BE THE BEST BEHAVIOR HERE!!!!!!!

### Response:",DESIGN
"// TO DO: these annotations only work with XYPlot, see if it is possible to // make ContourPlot a subclass of XYPlot (DG);",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TO DO: these annotations only work with XYPlot, see if it is possible to // make ContourPlot a subclass of XYPlot (DG);

### Response:",DESIGN
// For backward compatibility everything is above and right // TODO: Do in polar domain?,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// For backward compatibility everything is above and right // TODO: Do in polar domain?

### Response:",TEST
